match_id,opportunity_id,company_id,company_name,vendor_id,vendor_name,match_type,delivery_feasibility,match_score,match_status,term_status,rationale,next_action
M067,O023,C039,海亮集团,V002,北森,direct,high,100,ready_to_contact,needs_confirmation,"海亮集团 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 北森 covers analytics|ats|recruiting and has public evidence for advanced_manufacturing|consumer_retail|logistics_mobility|finance. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M068,O023,C039,海亮集团,V001,i人事,direct,high,100,ready_to_contact,needs_confirmation,"海亮集团 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. i人事 covers analytics|ats|recruiting and has public evidence for consumer_retail|advanced_manufacturing|logistics_mobility. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M069,O023,C039,海亮集团,V005,用友大易,direct,high,100,ready_to_contact,needs_confirmation,"海亮集团 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 用友大易 covers analytics|ats|recruiting and has public evidence for internet_software|advanced_manufacturing|consumer_retail. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M070,O024,C040,建龙重工,V002,北森,direct,high,100,ready_to_contact,needs_confirmation,"建龙重工 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 北森 covers analytics|ats|recruiting and has public evidence for advanced_manufacturing|consumer_retail|logistics_mobility|finance. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M071,O024,C040,建龙重工,V001,i人事,direct,high,100,ready_to_contact,needs_confirmation,"建龙重工 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. i人事 covers analytics|ats|recruiting and has public evidence for consumer_retail|advanced_manufacturing|logistics_mobility. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M072,O024,C040,建龙重工,V005,用友大易,direct,high,100,ready_to_contact,needs_confirmation,"建龙重工 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 用友大易 covers analytics|ats|recruiting and has public evidence for internet_software|advanced_manufacturing|consumer_retail. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M073,O025,C042,广汇集团,V002,北森,direct,high,100,ready_to_contact,needs_confirmation,"广汇集团 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 北森 covers analytics|ats|recruiting and has public evidence for advanced_manufacturing|consumer_retail|logistics_mobility|finance. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M074,O025,C042,广汇集团,V001,i人事,direct,high,100,ready_to_contact,needs_confirmation,"广汇集团 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. i人事 covers analytics|ats|recruiting and has public evidence for consumer_retail|advanced_manufacturing|logistics_mobility. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M075,O025,C042,广汇集团,V005,用友大易,direct,high,100,ready_to_contact,needs_confirmation,"广汇集团 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 用友大易 covers analytics|ats|recruiting and has public evidence for internet_software|advanced_manufacturing|consumer_retail. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M076,O026,C043,格力电器,V002,北森,direct,high,100,ready_to_contact,needs_confirmation,"格力电器 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 北森 covers analytics|ats|recruiting and has public evidence for advanced_manufacturing|consumer_retail|logistics_mobility|finance. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M077,O026,C043,格力电器,V001,i人事,direct,high,100,ready_to_contact,needs_confirmation,"格力电器 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. i人事 covers analytics|ats|recruiting and has public evidence for consumer_retail|advanced_manufacturing|logistics_mobility. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M078,O026,C043,格力电器,V005,用友大易,direct,high,100,ready_to_contact,needs_confirmation,"格力电器 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 用友大易 covers analytics|ats|recruiting and has public evidence for internet_software|advanced_manufacturing|consumer_retail. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M079,O027,C046,洛阳钼业,V002,北森,direct,high,100,ready_to_contact,needs_confirmation,"洛阳钼业 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 北森 covers analytics|ats|recruiting and has public evidence for advanced_manufacturing|consumer_retail|logistics_mobility|finance. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M080,O027,C046,洛阳钼业,V001,i人事,direct,high,100,ready_to_contact,needs_confirmation,"洛阳钼业 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. i人事 covers analytics|ats|recruiting and has public evidence for consumer_retail|advanced_manufacturing|logistics_mobility. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M081,O027,C046,洛阳钼业,V005,用友大易,direct,high,100,ready_to_contact,needs_confirmation,"洛阳钼业 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 用友大易 covers analytics|ats|recruiting and has public evidence for internet_software|advanced_manufacturing|consumer_retail. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M082,O028,C047,多弗国际,V002,北森,direct,high,100,ready_to_contact,needs_confirmation,"多弗国际 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 北森 covers analytics|ats|recruiting and has public evidence for advanced_manufacturing|consumer_retail|logistics_mobility|finance. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M083,O028,C047,多弗国际,V001,i人事,direct,high,100,ready_to_contact,needs_confirmation,"多弗国际 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. i人事 covers analytics|ats|recruiting and has public evidence for consumer_retail|advanced_manufacturing|logistics_mobility. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M084,O028,C047,多弗国际,V005,用友大易,direct,high,100,ready_to_contact,needs_confirmation,"多弗国际 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 用友大易 covers analytics|ats|recruiting and has public evidence for internet_software|advanced_manufacturing|consumer_retail. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M085,O029,C048,桐昆控股,V002,北森,direct,high,100,ready_to_contact,needs_confirmation,"桐昆控股 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 北森 covers analytics|ats|recruiting and has public evidence for advanced_manufacturing|consumer_retail|logistics_mobility|finance. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M086,O029,C048,桐昆控股,V001,i人事,direct,high,100,ready_to_contact,needs_confirmation,"桐昆控股 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. i人事 covers analytics|ats|recruiting and has public evidence for consumer_retail|advanced_manufacturing|logistics_mobility. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M087,O029,C048,桐昆控股,V005,用友大易,direct,high,100,ready_to_contact,needs_confirmation,"桐昆控股 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 用友大易 covers analytics|ats|recruiting and has public evidence for internet_software|advanced_manufacturing|consumer_retail. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M088,O030,C054,紫光国微,V002,北森,direct,high,100,ready_to_contact,needs_confirmation,"紫光国微 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 北森 covers analytics|ats|recruiting and has public evidence for advanced_manufacturing|consumer_retail|logistics_mobility|finance. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M089,O030,C054,紫光国微,V001,i人事,direct,high,100,ready_to_contact,needs_confirmation,"紫光国微 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. i人事 covers analytics|ats|recruiting and has public evidence for consumer_retail|advanced_manufacturing|logistics_mobility. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M090,O030,C054,紫光国微,V005,用友大易,direct,high,100,ready_to_contact,needs_confirmation,"紫光国微 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 用友大易 covers analytics|ats|recruiting and has public evidence for internet_software|advanced_manufacturing|consumer_retail. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M091,O031,C059,潍柴动力,V002,北森,direct,high,100,ready_to_contact,needs_confirmation,"潍柴动力 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 北森 covers analytics|ats|recruiting and has public evidence for advanced_manufacturing|consumer_retail|logistics_mobility|finance. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M092,O031,C059,潍柴动力,V001,i人事,direct,high,100,ready_to_contact,needs_confirmation,"潍柴动力 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. i人事 covers analytics|ats|recruiting and has public evidence for consumer_retail|advanced_manufacturing|logistics_mobility. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M093,O031,C059,潍柴动力,V005,用友大易,direct,high,100,ready_to_contact,needs_confirmation,"潍柴动力 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 用友大易 covers analytics|ats|recruiting and has public evidence for internet_software|advanced_manufacturing|consumer_retail. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M094,O032,C061,中国中车,V002,北森,direct,high,100,ready_to_contact,needs_confirmation,"中国中车 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 北森 covers analytics|ats|recruiting and has public evidence for advanced_manufacturing|consumer_retail|logistics_mobility|finance. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M095,O032,C061,中国中车,V001,i人事,direct,high,100,ready_to_contact,needs_confirmation,"中国中车 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. i人事 covers analytics|ats|recruiting and has public evidence for consumer_retail|advanced_manufacturing|logistics_mobility. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M096,O032,C061,中国中车,V005,用友大易,direct,high,100,ready_to_contact,needs_confirmation,"中国中车 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 用友大易 covers analytics|ats|recruiting and has public evidence for internet_software|advanced_manufacturing|consumer_retail. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M097,O033,C063,中鼎股份,V002,北森,direct,high,100,ready_to_contact,needs_confirmation,"中鼎股份 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 北森 covers analytics|ats|recruiting and has public evidence for advanced_manufacturing|consumer_retail|logistics_mobility|finance. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M098,O033,C063,中鼎股份,V001,i人事,direct,high,100,ready_to_contact,needs_confirmation,"中鼎股份 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. i人事 covers analytics|ats|recruiting and has public evidence for consumer_retail|advanced_manufacturing|logistics_mobility. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M099,O033,C063,中鼎股份,V005,用友大易,direct,high,100,ready_to_contact,needs_confirmation,"中鼎股份 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 用友大易 covers analytics|ats|recruiting and has public evidence for internet_software|advanced_manufacturing|consumer_retail. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M100,O034,C066,万丰奥威,V002,北森,direct,high,100,ready_to_contact,needs_confirmation,"万丰奥威 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 北森 covers analytics|ats|recruiting and has public evidence for advanced_manufacturing|consumer_retail|logistics_mobility|finance. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M101,O034,C066,万丰奥威,V001,i人事,direct,high,100,ready_to_contact,needs_confirmation,"万丰奥威 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. i人事 covers analytics|ats|recruiting and has public evidence for consumer_retail|advanced_manufacturing|logistics_mobility. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M102,O034,C066,万丰奥威,V005,用友大易,direct,high,100,ready_to_contact,needs_confirmation,"万丰奥威 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 用友大易 covers analytics|ats|recruiting and has public evidence for internet_software|advanced_manufacturing|consumer_retail. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M103,O035,C068,北方华创,V002,北森,direct,high,100,ready_to_contact,needs_confirmation,"北方华创 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 北森 covers analytics|ats|recruiting and has public evidence for advanced_manufacturing|consumer_retail|logistics_mobility|finance. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M104,O035,C068,北方华创,V001,i人事,direct,high,100,ready_to_contact,needs_confirmation,"北方华创 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. i人事 covers analytics|ats|recruiting and has public evidence for consumer_retail|advanced_manufacturing|logistics_mobility. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M105,O035,C068,北方华创,V005,用友大易,direct,high,100,ready_to_contact,needs_confirmation,"北方华创 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 用友大易 covers analytics|ats|recruiting and has public evidence for internet_software|advanced_manufacturing|consumer_retail. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M106,O036,C069,视源股份,V002,北森,direct,high,100,ready_to_contact,needs_confirmation,"视源股份 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 北森 covers analytics|ats|recruiting and has public evidence for advanced_manufacturing|consumer_retail|logistics_mobility|finance. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M107,O036,C069,视源股份,V001,i人事,direct,high,100,ready_to_contact,needs_confirmation,"视源股份 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. i人事 covers analytics|ats|recruiting and has public evidence for consumer_retail|advanced_manufacturing|logistics_mobility. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M108,O036,C069,视源股份,V005,用友大易,direct,high,100,ready_to_contact,needs_confirmation,"视源股份 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 用友大易 covers analytics|ats|recruiting and has public evidence for internet_software|advanced_manufacturing|consumer_retail. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M109,O037,C070,景嘉微,V002,北森,direct,high,100,ready_to_contact,needs_confirmation,"景嘉微 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 北森 covers analytics|ats|recruiting and has public evidence for advanced_manufacturing|consumer_retail|logistics_mobility|finance. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M110,O037,C070,景嘉微,V001,i人事,direct,high,100,ready_to_contact,needs_confirmation,"景嘉微 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. i人事 covers analytics|ats|recruiting and has public evidence for consumer_retail|advanced_manufacturing|logistics_mobility. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M111,O037,C070,景嘉微,V005,用友大易,direct,high,100,ready_to_contact,needs_confirmation,"景嘉微 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 用友大易 covers analytics|ats|recruiting and has public evidence for internet_software|advanced_manufacturing|consumer_retail. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M112,O038,C071,通威股份,V002,北森,direct,high,100,ready_to_contact,needs_confirmation,"通威股份 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 北森 covers analytics|ats|recruiting and has public evidence for advanced_manufacturing|consumer_retail|logistics_mobility|finance. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M113,O038,C071,通威股份,V001,i人事,direct,high,100,ready_to_contact,needs_confirmation,"通威股份 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. i人事 covers analytics|ats|recruiting and has public evidence for consumer_retail|advanced_manufacturing|logistics_mobility. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M114,O038,C071,通威股份,V005,用友大易,direct,high,100,ready_to_contact,needs_confirmation,"通威股份 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 用友大易 covers analytics|ats|recruiting and has public evidence for internet_software|advanced_manufacturing|consumer_retail. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M115,O039,C072,中芯国际,V002,北森,direct,high,100,ready_to_contact,needs_confirmation,"中芯国际 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 北森 covers analytics|ats|recruiting and has public evidence for advanced_manufacturing|consumer_retail|logistics_mobility|finance. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M116,O039,C072,中芯国际,V001,i人事,direct,high,100,ready_to_contact,needs_confirmation,"中芯国际 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. i人事 covers analytics|ats|recruiting and has public evidence for consumer_retail|advanced_manufacturing|logistics_mobility. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M117,O039,C072,中芯国际,V005,用友大易,direct,high,100,ready_to_contact,needs_confirmation,"中芯国际 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 用友大易 covers analytics|ats|recruiting and has public evidence for internet_software|advanced_manufacturing|consumer_retail. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M118,O040,C074,中兵红箭,V002,北森,direct,high,100,ready_to_contact,needs_confirmation,"中兵红箭 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 北森 covers analytics|ats|recruiting and has public evidence for advanced_manufacturing|consumer_retail|logistics_mobility|finance. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M119,O040,C074,中兵红箭,V001,i人事,direct,high,100,ready_to_contact,needs_confirmation,"中兵红箭 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. i人事 covers analytics|ats|recruiting and has public evidence for consumer_retail|advanced_manufacturing|logistics_mobility. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M120,O040,C074,中兵红箭,V005,用友大易,direct,high,100,ready_to_contact,needs_confirmation,"中兵红箭 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 用友大易 covers analytics|ats|recruiting and has public evidence for internet_software|advanced_manufacturing|consumer_retail. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M121,O041,C076,海光信息,V002,北森,direct,high,100,ready_to_contact,needs_confirmation,"海光信息 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 北森 covers analytics|ats|recruiting and has public evidence for advanced_manufacturing|consumer_retail|logistics_mobility|finance. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M122,O041,C076,海光信息,V001,i人事,direct,high,100,ready_to_contact,needs_confirmation,"海光信息 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. i人事 covers analytics|ats|recruiting and has public evidence for consumer_retail|advanced_manufacturing|logistics_mobility. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M123,O041,C076,海光信息,V005,用友大易,direct,high,100,ready_to_contact,needs_confirmation,"海光信息 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 用友大易 covers analytics|ats|recruiting and has public evidence for internet_software|advanced_manufacturing|consumer_retail. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M124,O042,C079,国轩高科,V002,北森,direct,high,100,ready_to_contact,needs_confirmation,"国轩高科 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 北森 covers analytics|ats|recruiting and has public evidence for advanced_manufacturing|consumer_retail|logistics_mobility|finance. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M125,O042,C079,国轩高科,V001,i人事,direct,high,100,ready_to_contact,needs_confirmation,"国轩高科 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. i人事 covers analytics|ats|recruiting and has public evidence for consumer_retail|advanced_manufacturing|logistics_mobility. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M126,O042,C079,国轩高科,V005,用友大易,direct,high,100,ready_to_contact,needs_confirmation,"国轩高科 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 用友大易 covers analytics|ats|recruiting and has public evidence for internet_software|advanced_manufacturing|consumer_retail. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M127,O043,C082,中科曙光,V002,北森,direct,high,100,ready_to_contact,needs_confirmation,"中科曙光 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. 北森 covers analytics|ats|recruiting and has public evidence for advanced_manufacturing|consumer_retail|logistics_mobility|finance. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
M128,O043,C082,中科曙光,V001,i人事,direct,high,100,ready_to_contact,needs_confirmation,"中科曙光 (advanced_manufacturing, enterprise_group) requires ats|recruiting|analytics. i人事 covers analytics|ats|recruiting and has public evidence for consumer_retail|advanced_manufacturing|logistics_mobility. Delivery is high because its public evidence covers this sector pattern at enterprise scale with the required recruiting modules. This is a direct match scored 100/100; term status remains needs_confirmation, so commercial terms must be requested directly from the vendor or partner team.",identify_contact
